C:\Users\ZhouXunZhe\PycharmProjects\K-nn\venv\Scripts\python.exe C:/Users/ZhouXunZhe/PycharmProjects/K-nn/test.py
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
10000 numbers imported
12000 numbers imported
14000 numbers imported
16000 numbers imported
18000 numbers imported
20000 numbers imported
22000 numbers imported
24000 numbers imported
26000 numbers imported
28000 numbers imported
30000 numbers imported
32000 numbers imported
34000 numbers imported
36000 numbers imported
38000 numbers imported
40000 numbers imported
42000 numbers imported
44000 numbers imported
46000 numbers imported
48000 numbers imported
50000 numbers imported
52000 numbers imported
54000 numbers imported
56000 numbers imported
58000 numbers imported
59999 numbers imported
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
9999 numbers imported
the NO.0 classifier came back with: 7, the real answer is: 7, error count is: 0
the NO.411 classifier came back with: 7, the real answer is: 7, error count is: 11
the NO.412 classifier came back with: 3, the real answer is: 5, error count is: 11
the NO.413 classifier came back with: 7, the real answer is: 7, error count is: 12
the NO.414 classifier came back with: 9, the real answer is: 9, error count is: 12
the NO.415 classifier came back with: 7, the real answer is: 7, error count is: 12
the NO.416 classifier came back with: 1, the real answer is: 1, error count is: 12
the NO.417 classifier came back with: 9, the real answer is: 9, error count is: 12
the NO.418 classifier came back with: 2, the real answer is: 2, error count is: 12
the NO.419 classifier came back with: 1, the real answer is: 1, error count is: 12
the NO.420 classifier came back with: 4, the real answer is: 4, error count is: 12
the NO.421 classifier came back with: 2, the real answer is: 2, error count is: 12
the NO.422 classifier came back with: 9, the real answer is: 9, error count is: 12
the NO.423 classifier came back with: 2, the real answer is: 2, error count is: 12
the NO.424 classifier came back with: 0, the real answer is: 0, error count is: 12
the NO.425 classifier came back with: 4, the real answer is: 4, error count is: 12
the NO.426 classifier came back with: 9, the real answer is: 9, error count is: 12
the NO.427 classifier came back with: 1, the real answer is: 1, error count is: 12
the NO.428 classifier came back with: 4, the real answer is: 4, error count is: 12
the NO.429 classifier came back with: 8, the real answer is: 8, error count is: 12
the NO.430 classifier came back with: 1, the real answer is: 1, error count is: 12
the NO.431 classifier came back with: 8, the real answer is: 8, error count is: 12
the NO.432 classifier came back with: 4, the real answer is: 4, error count is: 12
the NO.433 classifier came back with: 5, the real answer is: 5, error count is: 12
the NO.434 classifier came back with: 9, the real answer is: 9, error count is: 12
the NO.435 classifier came back with: 8, the real answer is: 8, error count is: 12
the NO.436 classifier came back with: 8, the real answer is: 8, error count is: 12
the NO.437 classifier came back with: 3, the real answer is: 3, error count is: 12
the NO.438 classifier came back with: 7, the real answer is: 7, error count is: 12
the NO.439 classifier came back with: 6, the real answer is: 6, error count is: 12
the NO.440 classifier came back with: 0, the real answer is: 0, error count is: 12
the NO.441 classifier came back with: 0, the real answer is: 0, error count is: 12
the NO.442 classifier came back with: 3, the real answer is: 3, error count is: 12
the NO.443 classifier came back with: 0, the real answer is: 0, error count is: 12
the NO.444 classifier came back with: 2, the real answer is: 2, error count is: 12
the NO.445 classifier came back with: 0, the real answer is: 6, error count is: 12
the NO.446 classifier came back with: 6, the real answer is: 6, error count is: 13
the NO.447 classifier came back with: 4, the real answer is: 4, error count is: 13
the NO.448 classifier came back with: 9, the real answer is: 9, error count is: 13
the NO.449 classifier came back with: 3, the real answer is: 3, error count is: 13
the NO.450 classifier came back with: 3, the real answer is: 3, error count is: 13
the NO.451 classifier came back with: 3, the real answer is: 3, error count is: 13
the NO.452 classifier came back with: 2, the real answer is: 2, error count is: 13
the NO.453 classifier came back with: 3, the real answer is: 3, error count is: 13
the NO.454 classifier came back with: 9, the real answer is: 9, error count is: 13
the NO.455 classifier came back with: 1, the real answer is: 1, error count is: 13
the NO.456 classifier came back with: 2, the real answer is: 2, error count is: 13
the NO.457 classifier came back with: 6, the real answer is: 6, error count is: 13
the NO.458 classifier came back with: 8, the real answer is: 8, error count is: 13
the NO.459 classifier came back with: 0, the real answer is: 0, error count is: 13
the NO.460 classifier came back with: 5, the real answer is: 5, error count is: 13
the NO.461 classifier came back with: 6, the real answer is: 6, error count is: 13
the NO.462 classifier came back with: 6, the real answer is: 6, error count is: 13
the NO.463 classifier came back with: 6, the real answer is: 6, error count is: 13
the NO.464 classifier came back with: 7, the real answer is: 3, error count is: 13
the NO.465 classifier came back with: 8, the real answer is: 8, error count is: 14
the NO.466 classifier came back with: 8, the real answer is: 8, error count is: 14
the NO.467 classifier came back with: 2, the real answer is: 2, error count is: 14
the NO.468 classifier came back with: 7, the real answer is: 7, error count is: 14
the NO.469 classifier came back with: 5, the real answer is: 5, error count is: 14
the NO.470 classifier came back with: 8, the real answer is: 8, error count is: 14
the NO.471 classifier came back with: 9, the real answer is: 9, error count is: 14
the NO.472 classifier came back with: 6, the real answer is: 6, error count is: 14
the NO.473 classifier came back with: 1, the real answer is: 1, error count is: 14
the NO.474 classifier came back with: 8, the real answer is: 8, error count is: 14
the NO.475 classifier came back with: 4, the real answer is: 4, error count is: 14
the NO.476 classifier came back with: 1, the real answer is: 1, error count is: 14
the NO.477 classifier came back with: 2, the real answer is: 2, error count is: 14
the NO.478 classifier came back with: 5, the real answer is: 5, error count is: 14
the NO.479 classifier came back with: 3, the real answer is: 9, error count is: 14
the NO.480 classifier came back with: 1, the real answer is: 1, error count is: 15
the NO.481 classifier came back with: 9, the real answer is: 9, error count is: 15
the NO.482 classifier came back with: 7, the real answer is: 7, error count is: 15
the NO.483 classifier came back with: 5, the real answer is: 5, error count is: 15
the NO.484 classifier came back with: 4, the real answer is: 4, error count is: 15
the NO.485 classifier came back with: 0, the real answer is: 0, error count is: 15
the NO.486 classifier came back with: 8, the real answer is: 8, error count is: 15
the NO.487 classifier came back with: 9, the real answer is: 9, error count is: 15
the NO.488 classifier came back with: 9, the real answer is: 9, error count is: 15
the NO.489 classifier came back with: 1, the real answer is: 1, error count is: 15
the NO.490 classifier came back with: 0, the real answer is: 0, error count is: 15
the NO.491 classifier came back with: 5, the real answer is: 5, error count is: 15
the NO.492 classifier came back with: 2, the real answer is: 2, error count is: 15
the NO.493 classifier came back with: 3, the real answer is: 3, error count is: 15
the NO.494 classifier came back with: 7, the real answer is: 7, error count is: 15
the NO.495 classifier came back with: 0, the real answer is: 8, error count is: 15
the NO.496 classifier came back with: 9, the real answer is: 9, error count is: 16
the NO.497 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.498 classifier came back with: 0, the real answer is: 0, error count is: 16
the NO.499 classifier came back with: 6, the real answer is: 6, error count is: 16
the NO.500 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.501 classifier came back with: 9, the real answer is: 9, error count is: 16
the NO.502 classifier came back with: 5, the real answer is: 5, error count is: 16
the NO.503 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.504 classifier came back with: 1, the real answer is: 1, error count is: 16
the NO.505 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.506 classifier came back with: 1, the real answer is: 1, error count is: 16
the NO.507 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.508 classifier came back with: 6, the real answer is: 6, error count is: 16
the NO.509 classifier came back with: 5, the real answer is: 5, error count is: 16
the NO.510 classifier came back with: 7, the real answer is: 7, error count is: 16
the NO.511 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.512 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.513 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.514 classifier came back with: 6, the real answer is: 6, error count is: 16
the NO.515 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.516 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.517 classifier came back with: 6, the real answer is: 6, error count is: 16
the NO.518 classifier came back with: 5, the real answer is: 5, error count is: 16
the NO.519 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.520 classifier came back with: 8, the real answer is: 8, error count is: 16
the NO.521 classifier came back with: 9, the real answer is: 9, error count is: 16
the NO.522 classifier came back with: 7, the real answer is: 7, error count is: 16
the NO.523 classifier came back with: 1, the real answer is: 1, error count is: 16
the NO.524 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.525 classifier came back with: 0, the real answer is: 0, error count is: 16
the NO.526 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.527 classifier came back with: 8, the real answer is: 8, error count is: 16
the NO.528 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.529 classifier came back with: 1, the real answer is: 1, error count is: 16
the NO.530 classifier came back with: 9, the real answer is: 9, error count is: 16
the NO.531 classifier came back with: 3, the real answer is: 3, error count is: 16
the NO.532 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.533 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.534 classifier came back with: 6, the real answer is: 6, error count is: 16
the NO.535 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.536 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.537 classifier came back with: 1, the real answer is: 1, error count is: 16
the NO.538 classifier came back with: 8, the real answer is: 8, error count is: 16
the NO.539 classifier came back with: 2, the real answer is: 2, error count is: 16
the NO.540 classifier came back with: 5, the real answer is: 5, error count is: 16
the NO.541 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.542 classifier came back with: 8, the real answer is: 8, error count is: 16
the NO.543 classifier came back with: 8, the real answer is: 8, error count is: 16
the NO.544 classifier came back with: 4, the real answer is: 4, error count is: 16
the NO.545 classifier came back with: 0, the real answer is: 0, error count is: 16
the NO.546 classifier came back with: 0, the real answer is: 0, error count is: 16
the NO.547 classifier came back with: 2, the real answer is: 2, error count is: 16
